appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,release_year,total_ratings,rating_ratio,owners_mean,genres_text,categories_text,platforms_text,tags_text_clean,developer_encoded
843420,Supermarket VR and mini-games,2018-04-24,1,Vicente Rosell Roig,Vicente Rosell Roig,windows,0,Single-player,Simulation,Simulation;VR,0,1,1,0,0,0-20000,1.99,2018,2,0.3333333333333333,10000.0,simulation,single-player,windows,vr,15213
843430,Righty Tighty XL,2018-05-14,1,Nickervision Studios,Nickervision Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,22,64,4,0,0,0-20000,0.79,2018,68,0.927536231884058,10000.0,action casual indie,single-player steam achievements full controller support steam cloud steam leaderboards,windows mac linux,,9780
843440,Pivot XL,2018-05-14,1,Nickervision Studios,Nickervision Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,24,74,3,0,0,0-20000,0.79,2018,77,0.9487179487179487,10000.0,action casual indie,single-player steam achievements full controller support steam cloud steam leaderboards,windows mac linux,,9780
843500,God Vs Zombies,2018-05-10,1,Kev Jackson,Kev Jackson,windows,0,Single-player,Action;Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Action,0,13,36,60,60,0-20000,2.89,2018,49,0.26,10000.0,action indie simulation strategy early access,single-player,windows,,7614
843510,Colony Prospector,2018-04-25,1,Mykel Flynn,Mykel Flynn,windows;mac;linux,0,Single-player,Indie;Simulation;Strategy,Strategy;Indie;Simulation,0,11,4,0,0,0-20000,3.99,2018,15,0.6875,10000.0,indie simulation strategy,single-player,windows mac linux,,9460
843520,The Last Front,2018-07-11,1,Fever Game Studios,Fever Game Studios,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Stats,Action;Casual;Indie;Massively Multiplayer;Strategy;Early Access,Early Access;Action;Casual,28,26,13,0,0,0-20000,0.79,2018,39,0.65,10000.0,action casual indie massively multiplayer strategy early access,multi-player online multi-player steam achievements stats,windows,,4893
843570,ROGALIK,2018-04-27,1,NuevoSpanish,NuevoSpanish,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Indie;Adventure,1,12,12,0,0,0-20000,0.79,2018,24,0.48,10000.0,adventure indie,single-player steam achievements steam cloud,windows,,10006
843580,DotLine,2018-09-21,1,The Selenite Forge,The Selenite Forge,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Action;Indie;Strategy,Action;Indie;Strategy,42,2,0,0,0,0-20000,2.69,2018,2,0.6666666666666666,10000.0,action indie strategy,single-player steam achievements steam cloud,windows mac linux,,14254
843590,GhostGame,2019-04-19,1,Mottafier,Mottafier,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,21,18,0,0,0,0-20000,3.99,2019,18,0.9473684210526315,10000.0,action casual indie,single-player steam achievements,windows,,9378
843620,Forest Below,2018-05-17,1,Team Arborium,Team Arborium,windows,0,Single-player,Casual,Casual,0,8,1,0,0,0-20000,0.0,2018,9,0.8,10000.0,casual,single-player,windows,,13936
843640,WEscape,2018-08-17,1,Xerologik,Xerologik,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support,Adventure;Casual;Indie;Early Access,Early Access;Adventure;Indie,8,15,4,0,0,0-20000,2.09,2018,19,0.75,10000.0,adventure casual indie early access,single-player multi-player online multi-player co-op online co-op steam achievements full controller support,windows,,15868
843650,Sophont,2019-03-22,1,Sameer Hirezi,Sameer Hirezi,windows,0,Single-player;Steam Cloud,Action;Adventure;Indie;Early Access,Early Access;Action;Indie,0,1,1,0,0,0-20000,2.09,2019,2,0.3333333333333333,10000.0,action adventure indie early access,single-player steam cloud,windows,,12318
843660,Rogue Agent,2018-04-29,1,Jorge Aires,Jorge Aires,windows,0,Single-player;Steam Achievements;Stats,Casual;Free to Play;Indie;RPG,Free to Play;Indie;Casual,20,70,19,0,0,0-20000,0.0,2018,89,0.7777777777777778,10000.0,casual free to play indie rpg,single-player steam achievements stats,windows,,7329
843700,El Taco Diablo,2019-03-10,1,Manne Cederskoog,Manne Cederskoog,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie,Indie;Action,15,8,2,0,0,0-20000,6.19,2019,10,0.7272727272727273,10000.0,action indie,single-player steam achievements steam leaderboards,windows,,8703
843720,Dissimilated Land,2018-08-16,1,Steel Wing,Ggame Studio,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Adventure;RPG;Early Access,Early Access;Action;Adventure,57,92,26,0,0,0-20000,9.29,2018,118,0.773109243697479,10000.0,action adventure rpg early access,single-player multi-player steam achievements full controller support steam cloud stats,windows,,13316
843730,Infected Battlegrounds,2018-08-02,1,Xefier Games Inc.,Xefier Games Inc.,windows,0,Single-player;Multi-player;Online Multi-Player,Action;Indie;Early Access,Early Access;Action;Indie,0,29,15,0,0,0-20000,7.19,2018,44,0.6444444444444445,10000.0,action indie early access,single-player multi-player online multi-player,windows,,15857
843740,HellStar Squadron,2018-05-07,1,CosmicCrystal Games,CosmicCrystal Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Shoot 'Em Up,13,16,5,0,0,0-20000,1.69,2018,21,0.7272727272727273,10000.0,action indie,single-player steam achievements full controller support steam cloud,windows,shoot 'em up,2983
843760,Kemonomichi-White Moment-,2018-05-03,1,MBF FILMs,SouthWorks,windows,0,Single-player,Violent;Gore;Adventure,Adventure;Gore;Violent,0,1,1,0,0,0-20000,7.19,2018,2,0.3333333333333333,10000.0,violent gore adventure,single-player,windows,,8502
843780,City Builder,2018-05-27,1,Cow Corp.,Cow Corp.,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation,Indie;Casual;Simulation,40,6,4,0,0,0-20000,1.69,2018,10,0.5454545454545454,10000.0,casual indie simulation,single-player steam achievements,windows,,3000
843790,"HUMAN LIVE-HOW LONG CAN HUMAN BEINGS EXIST?Survive the end of the earth, challenge disaster save the world",2018-09-30,0,HUMAN LIVE,HUMAN LIVE,windows,0,Single-player,Casual;Indie;Simulation;Strategy;Early Access,Early Access;Casual;Strategy,0,2,1,0,0,0-20000,2.89,2018,3,0.5,10000.0,casual indie simulation strategy early access,single-player,windows,,6103
843820,TheShooterGame,2018-05-02,1,BeconGamesCorp,BeconGamesCorp,windows,0,Single-player,Violent;Action;Casual,Violent;Action;Casual,0,2,4,0,0,0-20000,4.79,2018,6,0.2857142857142857,10000.0,violent action casual,single-player,windows,,1525
843840,Space Orb,2018-09-06,1,Outdoor Gaming,Outdoor Gaming,windows,0,Single-player;Partial Controller Support,Casual;Indie;Early Access,Early Access;Casual;Indie,0,14,1,0,0,0-20000,3.99,2018,15,0.875,10000.0,casual indie early access,single-player partial controller support,windows,,10350
843860,When They Arrived,2019-01-07,1,Second Reality,Second Reality,windows,0,Single-player,Action;Adventure;Indie;Simulation,Indie;Action;Violent,0,34,32,0,0,0-20000,2.89,2019,66,0.5074626865671642,10000.0,action adventure indie simulation,single-player,windows,,12463
843870,Card Games Mega Collection,2018-06-13,1,Gunnar Games,Gunnar Games,windows,0,Single-player,Casual,Casual,0,6,2,0,0,0-20000,5.19,2018,8,0.6666666666666666,10000.0,casual,single-player,windows,,6046
843890,WIN THE GAME: DO IT!,2018-05-02,1,AFBIK Studio,AFBIK Studio,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,4977,97,75,0,0,20000-50000,0.79,2018,172,0.5606936416184971,35000.0,action casual indie,single-player steam achievements,windows,,274
843900,Demon's Rise - War for the Deep,2018-04-29,1,Wave Light Games Inc.,Wave Light Games Inc.,windows,0,Single-player,Violent;Gore;Action;Indie;RPG;Strategy,RPG;Strategy;Indie,0,42,6,0,0,0-20000,5.19,2018,48,0.8571428571428571,10000.0,violent gore action indie rpg strategy,single-player,windows,,15511
843920,Hungry Piggy vs Chicken,2018-04-30,1,BIG WOOD GAMES,BIG WOOD GAMES,windows;mac,0,Single-player;Steam Cloud,Casual;Indie;Strategy,Strategy;Indie;Casual,0,4,0,0,0,0-20000,2.89,2018,4,0.8,10000.0,casual indie strategy,single-player steam cloud,windows mac,,1329
843930,Cyadonia,2018-05-07,1,Cyad Games,Cyad Games,windows,0,Single-player,Indie,Indie;Puzzle;Casual,0,2,0,0,0,0-20000,0.79,2018,2,0.6666666666666666,10000.0,indie,single-player,windows,puzzle,3206
843980,Vortex Rush,2018-05-07,1,Thomas Capstick,Thomas Capstick,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Runner,2,2,0,0,0,0-20000,1.69,2018,2,0.6666666666666666,10000.0,action indie,single-player steam achievements full controller support,windows,runner,14336
843990,Bullet Hell ADVANCED,2018-05-18,1,Artificer Cascadia,Artificer Cascadia,windows,0,Single-player;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;Indie,0,1,1,0,0,0-20000,2.49,2018,2,0.3333333333333333,10000.0,action indie early access,single-player partial controller support,windows,,1114
844030,Codename Ghost Hunt,2018-09-02,1,Rahul Martin,Rahul Martin,windows,0,Multi-player;Online Multi-Player,Violent;Action;Indie;RPG;Strategy,Strategy;Action;RPG,0,0,1,0,0,0-20000,3.99,2018,1,0.0,10000.0,violent action indie rpg strategy,multi-player online multi-player,windows,,11449
844040,RUSH,2018-07-13,1,The Binary Mill,The Binary Mill,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Racing;Simulation;Sports,Action;Simulation;Racing,16,64,9,0,0,20000-50000,15.49,2018,73,0.8648648648648649,35000.0,action racing simulation sports,single-player multi-player online multi-player cross-platform multiplayer steam achievements steam cloud steam leaderboards,windows,,14155
844050,Desert Child,2018-12-11,1,Oscar Brittain,Akupara Games,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Indie;Racing;RPG;Simulation,Indie;Racing;Action,23,42,3,0,0,0-20000,8.99,2018,45,0.9130434782608695,10000.0,action indie racing rpg simulation,single-player multi-player local multi-player shared/split screen steam achievements partial controller support,windows mac linux,,10319
844080,Trials of The Illuminati: Snack Time Jigsaw Puzzles,2018-09-29,1,G. Malta,VRS,windows,0,Single-player,Casual;Indie;Simulation,Casual;Indie;Simulation,0,4,2,0,0,0-20000,0.79,2018,6,0.5714285714285714,10000.0,casual indie simulation,single-player,windows,,5384
844130,Future Proof,2018-05-17,1,Silhouette Valley Games,Silhouette Valley Games,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie,Adventure;Indie;Mystery,17,36,3,0,0,0-20000,2.09,2018,39,0.9,10000.0,adventure indie,single-player steam achievements partial controller support,windows,mystery,12695
844140,Trivia Vault: Soccer Trivia,2018-04-23,1,Ripknot Systems,Ripknot Systems,windows,0,Single-player;Steam Achievements,Action;Casual;Simulation,Casual;Action;Simulation,5000,13,6,0,0,0-20000,9.99,2018,19,0.65,10000.0,action casual simulation,single-player steam achievements,windows,,11853
844160,Chocolate makes you happy 5,2018-04-24,1,Blender Games,Blender Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Relaxing,150,7,2,0,0,0-20000,0.79,2018,9,0.7,10000.0,casual indie,single-player steam achievements,windows,relaxing,1864
844180,Slab,2018-05-07,1,Smash The Code,Smash The Code,windows;mac;linux,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,67,30,4,0,0,0-20000,4.79,2018,34,0.8571428571428571,10000.0,action casual indie,single-player steam achievements stats steam leaderboards,windows mac linux,,12904
844210,Titty Crush,2018-05-03,1,Milk Shake,Milk Shake,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual;Early Access,Early Access;Sexual Content;Casual,30,20,10,0,0,0-20000,3.99,2018,30,0.6451612903225806,10000.0,casual early access,single-player steam achievements steam cloud,windows mac,,9130
844250,GameMaster: MAGUS,2018-05-25,1,Emperor Development,Emperor Development,windows,0,Single-player,Indie;RPG;Simulation;Strategy;Early Access,Early Access;Strategy;RPG,0,1,4,0,0,0-20000,13.99,2018,5,0.16666666666666666,10000.0,indie rpg simulation strategy early access,single-player,windows,,4434
844290,Sniper Squad Mission,2018-04-29,1,Real Fighting,Real Fighting,windows;mac,0,Single-player;Steam Achievements,Action,Action;FPS;War,6,3,11,0,0,0-20000,2.89,2018,14,0.2,10000.0,action,single-player steam achievements,windows mac,fps war,11563
844300,Demolition Engineer,2018-05-11,1,Simulators Live,Simulators Live,windows;mac,0,Single-player;Steam Achievements,Action;Indie,Indie;Action;Simulation,15,8,11,0,0,0-20000,3.99,2018,19,0.4,10000.0,action indie,single-player steam achievements,windows mac,,12753
844310,Curling World Cup,2018-05-07,1,Simulators Live,Simulators Live,windows;mac,0,Single-player;Steam Achievements,Indie;Simulation;Sports,Simulation;Sports;Indie,10,5,7,0,0,0-20000,4.79,2018,12,0.38461538461538464,10000.0,indie simulation sports,single-player steam achievements,windows mac,,12753
844330,The Goatman,2018-09-03,1,MC Games,MC Games,windows,0,Single-player;Online Multi-Player;Online Co-op,Gore;Action;Adventure;Simulation;Strategy,Adventure;Strategy;Gore,0,47,35,0,0,0-20000,11.39,2018,82,0.5662650602409639,10000.0,gore action adventure simulation strategy,single-player online multi-player online co-op,windows,,8503
844350,Obscurity,2018-05-04,1,RewindApp,RewindApp,windows,0,Single-player,Casual;Indie;Strategy,Casual;Indie;Strategy,0,1,4,0,0,0-20000,0.79,2018,5,0.16666666666666666,10000.0,casual indie strategy,single-player,windows,,11802
844380,Cave Digger,2018-05-09,1,VRkiwi;Mekiwi,VRkiwi;Mekiwi,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Free to Play;Indie,Free to Play;Action;Casual,16,135,29,10,10,50000-100000,0.0,2018,164,0.8181818181818182,75000.0,action casual free to play indie,single-player steam achievements steam leaderboards,windows,,15080
844420,Demon's Rise - Lords of Chaos,2018-04-24,1,Wave Light Games Inc.,Wave Light Games Inc.,windows,0,Single-player,Violent;Gore;Action;Indie;RPG;Strategy,RPG;Strategy;Indie,0,73,11,0,0,0-20000,5.19,2018,84,0.8588235294117647,10000.0,violent gore action indie rpg strategy,single-player,windows,,15511
844440,The Indie Game Legend 3D,2018-12-11,1,progrium;phubans,progrium,windows;mac,0,Single-player;Full controller support,Action;Indie;Early Access,Early Access;Action;Indie,0,3,1,0,0,0-20000,6.19,2018,4,0.6,10000.0,action indie early access,single-player full controller support,windows mac,,16685
844490,Rhombus Legends,2018-09-24,1,Freeway Interactive,Freeway Interactive,windows,0,Single-player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Free to Play;Indie;Strategy,Free to Play;Indie;Strategy,24,22,14,0,0,0-20000,0.0,2018,36,0.5945945945945946,10000.0,free to play indie strategy,single-player cross-platform multiplayer steam achievements in-app purchases,windows,,5216
844580,Jungle Juggle,2018-05-28,1,Seven Sails,Seven Sails,windows,0,Single-player;Steam Achievements,Action;Indie;Strategy,Strategy;Action;Indie,12,0,1,0,0,0-20000,2.09,2018,1,0.0,10000.0,action indie strategy,single-player steam achievements,windows,,12547
844590,Hypnospace Outlaw,2019-03-12,1,Tendershoot;Michael Lasch;ThatWhichIs Media,No More Robots,windows;mac;linux,0,Single-player,Simulation,1990's;Simulation;Point & Click,0,451,5,0,0,0-20000,15.49,2019,456,0.986870897155361,10000.0,simulation,single-player,windows mac linux,1990's point & click,14084
844610,Hentai PuZZles,2018-04-26,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,0,Single-player;Steam Achievements,Sexual Content;Nudity;Casual;Indie,Indie;Casual;Nudity,1,3,5,0,0,0-20000,0.79,2018,8,0.3333333333333333,10000.0,sexual content nudity casual indie,single-player steam achievements,windows,,9828
844620,Odyssee,2018-05-04,1,Earth and Life Software,Earth and Life Marcoms,windows,18,Single-player;Partial Controller Support,Violent;Indie;Early Access,Early Access;Indie;Violent,0,1,0,0,0,0-20000,4.79,2018,1,0.5,10000.0,violent indie early access,single-player partial controller support,windows,,4241
844660,Heart of the Woods,2019-02-15,1,Studio Élan,Sekai Project,windows;mac;linux,0,Single-player;Steam Trading Cards,Casual;Indie,Casual;Visual Novel;Indie,0,149,2,0,0,0-20000,11.39,2019,151,0.9802631578947368,10000.0,casual indie,single-player steam trading cards,windows mac linux,visual novel,13534
844750,Go-Kart Racing,2018-04-25,1,JDRumble,JDRumble,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie;Racing;Simulation;Sports,Indie;Racing;Sports,10,35,28,1,1,0-20000,3.99,2018,63,0.546875,10000.0,indie racing simulation sports,single-player steam achievements partial controller support steam leaderboards,windows,,7050
